Population,Individual,Song,NMDS1,NMDS2,X
Lundy_M,L23_M_A,"L23_20260404_233000_10_MA,2",-0.601620066532779,-0.318877660941152,NA
Lundy_M,L23_M_A,"L23_20260405_031500_3_MA,1",-0.233075926508361,0.762969198809032,NA
Lundy_M,L23_M_A,"L23_20260405_031500_3_MA,2",-0.510728772396324,-0.137858618666089,NA
Lundy_F,L24_F_A,"L24_20260405_221500_6_MF,1",-0.209709723542727,-1.58583561507337,NA
Lundy_F,L24_F_A,"L24_20260405_221500_16_MF,1",-0.0530347078909882,-1.6882993431356,NA
Lundy_F,L24_F_A,"L24_20260405_221500_1_MF,1",-0.261579340711215,-1.38541383326176,NA
Lundy_F,L24_F_A,"L24_20260405_221500_12_MF,1",-0.110024501787331,-1.33531323135236,NA
Lundy_F,L24_F_A,"L24_20260405_221500_14_MF,1",-0.230783517425417,-1.02723821556325,NA
Lundy_F,L24_F_A,"L24_20260405_221500_13_MF,1",0.104236078614227,-0.880244517822098,NA
Lundy_F,L24_F_A,"L24_20260405_233000_11_MF,1",-1.07547007192078,-1.4254225297445,NA
Lundy_F,L24_F_A,"L24_20260405_233000_3_MFB,1",0.102886348913203,-1.39278082014633,NA
Lundy_F,L24_F_A,"L24_20260405_233000_10_FB,1",-1.05823948516575,-0.500352281527961,NA
Lundy_F,L24_F_A,"L24_20260405_233000_10_FB,2",-0.0634419231236184,-0.376360410907791,NA
Lundy_F,L24_F_A,"L24_20260405_233000_10_FB,3",0.0488929133299024,-0.199893178141012,NA
Lundy_F,L24_F_A,"L24_20260405_233000_10_FB,4",-0.317777756061538,0.115164848114403,NA
Lundy_F,L24_F_A,"L24_20260405_233000_10_FB,5",-0.114545280092333,0.182095591027544,NA
Lundy_F,L24_F_A,"L24_20260405_233000_10_FB,6",0.569143111782485,-0.199706435336355,NA
Lundy_F,L24_F_A,"L24_20260405_233000_4_MFB,1",-0.0448041997059282,-1.35649069377418,NA
Lundy_F,L24_F_A,"L24_20260405_233000_9_FB,1",-1.202881249405,-0.899786447011036,NA
Lundy_F,L24_F_A,"L24_20260405_233000_9_FB,2",-0.578983385876633,-0.527738794621616,NA
Lundy_F,L24_F_A,"L24_20260405_233000_9_FB,3",-0.30883076132356,-0.929112499154659,NA
Lundy_F,L24_F_A,"L24_20260405_233000_8_FB,1",-0.387082782555349,-0.51112171126631,NA
Lundy_F,L24_F_A,"L24_20260405_233000_8_FB,2",0.798827102949685,-0.715786582368487,NA
Lundy_M,L24_M_A,"L24_20260405_221500_4_MA,1",-0.970661973317814,2.82729252165385,NA
Lundy_M,L24_M_A,"L24_20260405_221500_4_MA,2",-0.69585383789472,3.07452866107441,NA
Lundy_M,L24_M_A,"L24_20260405_221500_4_MA,3",-0.628020213472483,2.69644249307526,NA
Lundy_M,L24_M_A,"L24_20260405_221500_4_MA,4",-0.593986830059655,1.05498993757813,NA
Lundy_M,L24_M_A,"L24_20260405_221500_16_MF,1",-1.11618851833908,2.59927269397717,NA
Lundy_M,L24_M_A,"L24_20260405_221500_16_MF,2",-0.601482514195737,2.61049816436554,NA
Lundy_M,L24_M_A,"L24_20260405_221500_16_MF,3",-0.46812751009606,1.26337868022901,NA
Lundy_M,L24_M_A,"L24_20260405_221500_11_MF,1",-0.582149876893949,2.76609242526758,NA
Lundy_M,L24_M_A,"L24_20260405_221500_11_MF,2",-0.563240236718168,2.63982421010889,NA
Lundy_M,L24_M_A,"L24_20260405_221500_11_MF,3",-0.311904984674438,1.01619833069041,NA
Lundy_M,L24_M_A,"L24_20260405_221500_6_MF,1",-0.540943342522021,2.799538312887,NA
Lundy_M,L24_M_A,"L24_20260405_221500_6_MF,2",-0.615927758708498,2.70479160778125,NA
Lundy_M,L24_M_A,"L24_20260405_221500_6_MF,3",-0.495316835944789,0.645996452177438,NA
Lundy_M,L24_M_A,"L24_20260405_221500_15_MF,1",-0.772478068388511,2.19975428445469,NA
Lundy_M,L24_M_A,"L24_20260405_221500_15_MF,2",-0.537319885270137,1.00194424067554,NA
Lundy_M,L24_M_A,"L24_20260405_221500_3_MA,1",0.332018393227709,0.218089225492687,NA
Lundy_M,L24_M_A,"L24_20260405_221500_12_MF,1",-0.665783723128427,0.758559345723046,NA
Lundy_M,L24_M_A,"L24_20260405_233000_6_MA,1",-0.148738437898337,1.97195779071423,NA
Lundy_M,L24_M_A,"L24_20260405_233000_6_MA,2",-0.084769401551819,1.88630159986077,NA
Lundy_M,L24_M_A,"L24_20260405_233000_6_MA,3",-0.14461068343041,0.238662233710677,NA
Lundy_M,L24_M_A,"L24_20260405_233000_5_MFB,1",-0.563439930396895,2.58022608618379,NA
Lundy_M,L24_M_A,"L24_20260405_233000_5_MFB,2",-0.378213292802791,1.11570373421006,NA
Lundy_M,L25_M_A,"L25_20260407_221500_5_MA,1",-0.387662910291686,1.49593316516401,NA
Lundy_M,L25_M_A,"L25_20260407_221500_5_MA,2",-0.247136325474243,1.07046462376153,NA
Lundy_M,L25_M_A,"L25_20260405_215000_10_MA,1",-0.744954857370915,0.941541602524235,NA
Lundy_M,L25_M_A,"L25_20260405_215000_10_MA,2",-0.49599377064084,1.58909703807711,NA
Lundy_M,L25_M_A,"L25_20260405_215000_10_MA,3",-0.518388571031404,0.231788349312082,NA
Lundy_M,L25_M_A,"L25_20260405_215000_12_MA,1",-0.613412926558258,1.46839770106379,NA
Lundy_M,L25_M_A,"L25_20260405_215000_12_MA,2",-0.411078763529937,0.708880385354607,NA
Lundy_M,L25_M_A,"L25_20260405_224000_2_MA1,1",3.28490285165692,-1.11392619817767,NA
Lundy_M,L25_M_A,"L25_20260405_224000_6_MA1,1",-0.56000430017967,0.412740336117269,NA
Lundy_M,L25_M_A,"L25_20260405_224000_6_MA1,2",-0.253008131430528,-0.222797795406364,NA
Lundy_M,L25_M_A,"L25_20260405_224000_8_MA1,1",0.252289567180044,1.17198756508088,NA
Lundy_M,L25_M_A,"L25_20260405_224000_8_MA1,2",0.653542270325025,-0.2104208572975,NA
Lundy_M,L25_M_A,"L25_20260405_224000_11_MA,1",-0.79985386302626,1.09779229518922,NA
Lundy_M,L25_M_A,"L25_20260405_224000_11_MA,2",-0.782062237404793,0.321018738167465,NA
Lundy_M,L25_M_A,"L25_20260405_224000_2_MA2,1",2.09694612773803,-1.19390495512909,NA
Lundy_M,L25_M_A,"L25_20260405_224000_5_MA,1",3.21689476283118,0.249956468420551,NA
Lundy_M,L25_M_A,"L25_20260405_224000_5_MA,2",2.70858107528541,-0.779695225029795,NA
Lundy_M,L25_M_A,"L25_20260405_224000_12_MA,1",-0.667246323012307,-0.0182393344546501,NA
Lundy_M,L25_M_A,"L25_20260405_224000_7_MA,1",0.616685579211871,-0.251191780044054,NA
Lundy_M,L25_M_A,"L25_20260405_224000_14_MA,1",-0.64110740489319,0.100017196991439,NA
Lundy_M,L25_M_A,"L25_20260405_224000_4_MA,1",1.00121534318115,-0.395203428399005,NA
Lundy_M,L26_M_A,"L26_20260403_212500_2_MA,1",-0.138541190294328,-0.641748895168002,NA
Lundy_M,L26_M_A,"L26_20260403_212500_2_MA,2",-0.0242747404634391,-1.09055036994336,NA
Lundy_M,L26_M_A,"L26_20260403_212500_7_MA,1",-0.584842944516469,-0.26409131533326,NA
Lundy_M,L26_M_A,"L26_20260403_212500_7_MA,2",-0.701065673043901,-1.04243780302044,NA
Lundy_M,L26_M_A,"L26_20260403_212500_4_MA,1",-0.579008345413048,-1.01745444881119,NA
Lundy_M,L26_M_A,"L26_20260403_212500_3_MA,1",-0.54787922025692,-0.8426975186142,NA
Lundy_M,L26_M_A,"L26_20260403_212500_8_MA,1",-0.335881310486336,-0.081902591075284,NA
Lundy_M,L26_M_A,"L26_20260403_212500_8_MA,2",-0.205391089900008,-0.53165932183777,NA
Lundy_M,L26_M_A,"L26_20260403_212505_1_MA,1",-1.08429683429676,-0.199021463574716,NA
Lundy_M,L26_M_A,"L26_20260403_212505_1_MA,2",-0.526852563005294,-0.278477297491405,NA
Lundy_M,L26_M_A,"L26_20260403_212505_2_MA,1",0.402835490430073,-0.485981135224648,NA
Lundy_M,L26_M_A,"L26_20260403_212505_1_MA,1",-0.602503980932856,-0.139810526834268,NA
Lundy_M,L26_M_A,"L26_20260403_212505_1_MA,2",-0.804216164739599,-1.09375885101427,NA
Lundy_M,L26_M_A,"L26_20260403_212505_4_MA,1",-0.130737928487891,0.0588174036362129,NA
Lundy_M,L26_M_A,"L26_20260403_212505_4_MA,2",0.0384817190374,-0.352997719525586,NA
Lundy_M,L26_M_A,"L26_20260403_212505_4_MA,3",-0.157341749449247,-1.59474493879394,NA
Lundy_M,L26_M_A,"L26_20260403_212505_3_MA,1",0.0496029997075718,-0.422604836764498,NA
Scillies_F,S01_F_A,"S01_20260502_230500_2_F,1",-0.260949557299139,-1.11935654263795,NA
Scillies_F,S01_F_A,"S01_20260502_230500_2_F,2",0.731949219632039,-0.787373128709018,NA
Scillies_F,S01_F_A,"S01_20260502_230500_2_F,3",4.77337902917039,1.17825580155377,NA
Scillies_F,S01_F_A,"S01_20260502_230500_2_F,4",0.384457664337982,-0.834356164571329,NA
Scillies_F,S01_F_A,"S01_20260502_230500_2_F,5",1.34307876630592,-0.886863563455321,NA
Scillies_F,S01_F_A,"S01_20260502_230500_2_F,6",1.77744269734894,-1.10427579550095,NA
Scillies_F,S01_F_A,"S01_20260503_031500_8_F,1",0.557900763447831,0.0407547875476752,NA
Scillies_F,S01_F_A,"S01_20260503_031500_8_F,2",0.942177324631685,0.166599480690867,NA
Scillies_F,S01_F_A,"S01_20260503_031500_8_F,3",1.50920488984142,-0.047056362572382,NA
Scillies_F,S01_F_A,"S01_20260503_031500_8_F,4",1.65219648887063,-0.113323993041498,NA
Scillies_F,S01_F_A,"S01_20260503_031500_8_F,5",1.17843623286362,0.327151906076074,NA
Scillies_F,S01_F_A,"S01_20260503_031500_8_F,6",1.10358969283421,0.134887733399032,NA
Scillies_F,S01_F_A,"S01_20260503_031500_4_F,1",0.733480979234526,-1.50655610050916,NA
Scillies_F,S01_F_A,"S01_20260503_031500_4_F,2",2.99204198719168,-1.14004674578139,NA
Scillies_F,S01_F_A,"S01_20260503_031500_4_F,3",2.90146036773463,-1.71765737463735,NA
Scillies_F,S01_F_A,"S01_20260503_031500_6_F,1",1.05844126811669,-0.455598370694273,NA
Scillies_F,S01_F_A,"S01_20260503_031500_6_F,2",0.860086126310402,-0.370052307015857,NA
Scillies_F,S01_F_A,"S01_20260503_031500_6_F,3",3.24699193701861,-0.734079255915323,NA
Scillies_F,S01_F_A,"S01_20260503_224000_2_F,1",0.0374962384169248,-0.600003755644318,NA
Scillies_F,S01_F_A,"S01_20260503_224000_2_F,2",0.824228406299332,-0.556590688376856,NA
Scillies_F,S01_F_A,"S01_20260503_224000_2_F,3",1.11189530426672,-0.504109359391015,NA
Scillies_F,S01_F_A,"S01_20260503_224000_2_F,4",0.730738293846561,-0.86841279828297,NA
Scillies_M,S01_M_A,"S01_20260502_230500_1_M,1",2.62288191463575,0.212835200217733,NA
Scillies_M,S01_M_A,"S01_20260502_230500_1_M2,1",1.72356543112567,0.920810600755347,NA
Scillies_M,S01_M_A,"S01_20260502_230500_1_M2,2",2.15709613903377,0.749206084501512,NA
Scillies_M,S01_M_A,"S01_20260502_230500_1_M2,3",2.56983727238659,1.04975508850133,NA
Scillies_M,S01_M_A,"S01_20260502_230500_1_M2,4",3.06222840901081,0.524326353036385,NA
Scillies_M,S01_M_A,"S01_20260502_230500_1_M2,5",2.75108100326585,0.595716440554794,NA
Scillies_M,S01_M_A,"S01_20260502_230500_1_M2,6",2.48330891674657,1.16873797651382,NA
Scillies_M,S01_M_A,"S01_20260502_230500_1_M2,7",2.58227763424104,0.340498219443412,NA
Scillies_M,S01_M_A,"S01_20260502_230500_1_M2,8",2.68220853172056,0.827588942474099,NA
Scillies_M,S01_M_A,"S01_20260502_230500_1_M2,9",3.19628521626983,-0.402563630434099,NA
Scillies_M,S01_M_A,"S01_20260502_230500_1_M3,1",1.60266541493391,1.00668738005812,NA
Scillies_M,S01_M_A,"S01_20260502_230500_1_M3,2",4.05020803249503,0.728356725266323,NA
Scillies_M,S01_M_A,"S01_20260502_230500_1_M3,3",3.63420564122918,0.950322803471204,NA
Scillies_M,S01_M_A,"S01_20260502_230500_1_M3,4",2.54620027093699,0.935977789297287,NA
Scillies_M,S01_M_A,"S01_20260502_230500_1_M3,5",1.87640584272511,0.973049703069026,NA
Scillies_M,S01_M_A,"S01_20260502_230500_1_M3,6",1.56876422053244,1.36978701461548,NA
Scillies_M,S01_M_A,"S01_20260502_230500_1_M3,7",1.86629212485048,0.831769483578843,NA
Scillies_M,S01_M_A,"S01_20260502_230500_1_M3,8",2.36201864122664,0.879909681992045,NA
Scillies_M,S01_M_A,"S01_20260502_230500_1_M3,9",2.06721904154229,0.681965598481863,NA
Scillies_M,S01_M_A,"S01_20260502_230500_1_M3,10",2.13523105901131,-0.486451882352732,NA
Scillies_M,S01_M_B,"S01_20260503_224000_3_M,1",3.75683510250517,1.29376227686889,NA
Scillies_M,S01_M_B,"S01_20260503_224000_3_M,2",2.70617236950198,1.45354434444236,NA
Scillies_M,S01_M_B,"S01_20260503_224000_3_M,3",1.35860124742046,0.962247109633439,NA
Scillies_M,S01_M_B,"S01_20260503_224000_3_M,4",1.74425376834115,0.635467931659456,NA
Scillies_M,S01_M_B,"S01_20260503_224000_3_M,5",1.17293376895466,-0.524498756897726,NA
Scillies_M,S01_M_B,"S01_20260503_224000_6_M,1",0.289444221079895,0.387493986818414,NA
Scillies_M,S01_M_B,"S01_20260503_224000_6_M,2",0.139161633775136,0.82164443933654,NA
Scillies_M,S01_M_B,"S01_20260503_224000_6_M,3",0.161242773327712,0.697754257770978,NA
Scillies_M,S01_M_B,"S01_20260503_224000_6_M,4",0.0986531034324194,-0.201603180298295,NA
Scillies_M,S01_M_B,"S01_20260503_224000_4_M,1",1.11221924397717,1.18107963893272,NA
Scillies_M,S01_M_B,"S01_20260503_224000_4_M,2",1.25816200281135,0.553855705310485,NA
Scillies_M,S01_M_B,"S01_20260503_230500_3_M,1",-0.648856936091564,0.399918779971617,NA
Scillies_M,S01_M_B,"S01_20260503_230500_3_M,2",0.165625265780248,0.782883554123464,NA
Scillies_M,S01_M_B,"S01_20260503_230500_3_M,3",0.407051792434261,-0.0512980666026961,NA
Scillies_M,S01_M_B,"S01_20260503_230500_1_M,1",-0.469208836106361,0.453424555678292,NA
Scillies_M,S01_M_B,"S01_20260503_230500_1_M,2",0.0120480328699695,0.459442888754733,NA
Scillies_M,S01_M_B,"S01_20260503_230500_1_M,3",-0.299911097312631,-0.0763715448518203,NA
Scillies_M,S01_M_B,"S01_20260504_230500_1_MB,1",0.383008000608892,0.801859920344032,NA
Scillies_M,S01_M_B,"S01_20260504_230500_1_MB,2",0.502340379250712,0.166470612568617,NA
Scillies_M,S01_M_B,"S01_20260504_230500_2_MB,1",0.412317394127723,0.776956563844256,NA
Scillies_M,S01_M_B,"S01_20260504_230500_2_MB,2",0.684591748767299,0.248092867419847,NA
Scillies_M,S23_M_A,"S23_20260515_230500_2_M,1",-3.05479316870795,3.07670420232682,NA
Scillies_M,S23_M_A,"S23_20260515_230500_2_M,2",-2.75454996970487,1.61728716667039,NA
Scillies_M,S23_M_A,"S23_20260515_230500_2_M,3",-4.17412697022744,-2.66595776882808,NA
Scillies_M,S23_M_A,"S23_20260516_022500_9_M,1",-2.68647964901312,2.35177686746152,NA
Scillies_M,S23_M_A,"S23_20260516_022500_9_M,2",-2.54815782017139,2.45433315225257,NA
Scillies_M,S23_M_A,"S23_20260516_022500_9_M,3",-2.60789520519849,1.5895007606436,NA
Scillies_M,S23_M_A,"S23_20260516_022500_9_M,4",-2.02475251366541,-0.397331359097794,NA
Scillies_M,S23_M_A,"S23_20260516_022500_8_M,1",-2.33259704169553,3.0361013362556,NA
Scillies_M,S23_M_A,"S23_20260516_022500_8_M,2",-2.34735387919381,2.56404031476978,NA
Scillies_M,S23_M_A,"S23_20260516_022500_8_M,3",-1.61798062146624,-0.0827790028899502,NA
Scillies_M,S23_M_A,"S23_20260516_022500_7_M,1",-3.70585450917156,2.40795850861424,NA
Scillies_M,S23_M_A,"S23_20260516_022500_7_M,2",-2.75334101294481,1.86163526315836,NA
Scillies_M,S23_M_A,"S23_20260516_022500_7_M,3",-2.13564201490666,-0.691335635049317,NA
Scillies_M,S23_M_A,"S23_20260516_022500_6_M,1",-2.64348916860193,1.7782859232743,NA
Scillies_M,S23_M_A,"S23_20260516_022500_6_M,2",-1.91013848505138,-0.845694171500311,NA
Scillies_M,S23_M_A,"S23_20260516_034000_4_M,1",-2.07783430521473,2.00620828647041,NA
Scillies_M,S23_M_A,"S23_20260516_034000_4_M,2",-1.87256562407046,1.83123583524576,NA
Scillies_M,S23_M_A,"S23_20260516_034000_4_M,3",-1.83891447438345,-0.253095865848881,NA
Scillies_M,S23_M_A,"S23_20260516_034000_3_M,1",-1.95606758318371,2.20970710851956,NA
Scillies_M,S23_M_A,"S23_20260516_034000_3_M,2",-1.58276670942798,-0.0349029933276056,NA
Scillies_M,S23_M_A,"S23_20260516_034000_5_M,1",-2.32376292666876,1.62058519197969,NA
Scillies_M,S23_M_A,"S23_20260516_034000_5_M,2",-1.53121751722345,-0.645214643400871,NA
Scillies_M,S24_M_A,"S24_20260515_031500_2_M,1",-0.822902535511682,2.12881169515041,NA
Scillies_M,S24_M_A,"S24_20260515_031500_2_M,2",-0.64692097227506,1.97632166106356,NA
Scillies_M,S24_M_A,"S24_20260515_031500_2_M,3",-0.619338429210669,2.04832446369237,NA
Scillies_M,S24_M_A,"S24_20260515_031500_2_M,4",0.484063066906559,1.37155335667837,NA
Scillies_M,S24_M_A,"S24_20260515_031500_1_M,1",-0.973285783823798,1.55428528866443,NA
Scillies_M,S24_M_A,"S24_20260515_031500_1_M,2",-0.923012200029854,1.01245275593978,NA
Scillies_M,S24_M_A,"S24_20260515_031500_3_M,1",-0.9948144262775,1.43838130392155,NA
Scillies_M,S24_M_A,"S24_20260515_031500_3_M,2",-0.869316768599271,1.62320376223851,NA
Scillies_M,S24_M_A,"S24_20260515_031500_3_M,3",-0.318730173064667,0.845720472683748,NA
Scillies_M,S24_M_A,"S24_20260516_004500_1_M,1",2.22868450464818,0.874615461134585,NA
Scillies_M,S24_M_A,"S24_20260516_004500_1_M,2",2.42720530587735,-0.762347229070167,NA
Scillies_M,S24_M_A,"S24_20260516_022500_1_M,1",-1.00768883925347,1.59195105417222,NA
Scillies_M,S24_M_A,"S24_20260516_022500_1_M,2",-0.778186378962045,1.76448605517719,NA
Scillies_M,S24_M_A,"S24_20260516_022500_1_M,3",-0.737178424826817,1.15835702563775,NA
Scillies_M,S24_M_A,"S24_20260517_002000_1_M,1",-0.858716021340402,1.4928605475219,NA
Scillies_M,S24_M_A,"S24_20260517_002000_1_M,2",-0.788239614047766,1.73963959149495,NA
Scillies_M,S24_M_A,"S24_20260517_002000_1_M,3",-0.484835599355374,1.0419357816039,NA
Scillies_M,S24_M_A,"S24_20260517_025000_1_M,1",-0.842372759393901,1.64361978849341,NA
Scillies_M,S24_M_A,"S24_20260517_025000_1_M,2",-0.733892870666807,1.13615215706503,NA
Scillies_M,S24_M_A,"S24_20260518_022500_2_M,1",1.54445976448642,1.68634259466385,NA
Scillies_M,S24_M_A,"S24_20260518_022500_2_M,2",1.60909693530189,2.79703987482009,NA
Scillies_M,S24_M_A,"S24_20260518_022500_2_M,3",1.95947067482716,0.705090086132826,NA
Scillies_F,S26_F_A,"S26_20260516_025000_4_F,1",-0.952149569479935,-1.22706200568016,NA
Scillies_F,S26_F_A,"S26_20260516_013500_3_F,1",-0.24112372145231,0.283403119313648,NA
Scillies_F,S26_F_A,"S26_20260516_013500_3_F,2",-0.051986913105517,-0.257128772875742,NA
Scillies_F,S26_F_A,"S26_20260516_013500_1_F,1",0.443063583299671,-1.42486279599733,NA
Scillies_F,S26_F_A,"S26_20260516_013500_1_F,2",0.734191613675036,-0.962343967632076,NA
Scillies_F,S26_F_A,"S26_20260516_013500_1_F,3",0.220902852184275,-1.17935233202757,NA
Scillies_F,S26_F_A,"S26_20260516_013500_2_F,1",5.69137425720483,-3.86802601383978,NA
Scillies_F,S26_F_A,"S26_20260516_004500_3_F,1",-0.114349006673773,-1.26353037816985,NA
Scillies_F,S26_F_A,"S26_20260516_004500_3_F,2",-0.379781116503743,-1.00292536789719,NA
Scillies_F,S26_F_A,"S26_20260516_004500_3_F,3",-0.73494394478445,-1.7695671053083,NA
Scillies_F,S26_F_A,"S26_20260516_004500_1_F,1",-0.731808178537622,-1.00287458895909,NA
Scillies_F,S26_F_A,"S26_20260516_004500_1_F,2",-0.718307394770798,-1.91952770240988,NA
Scillies_F,S26_F_A,"S26_20260515_233000_1_F,1",0.305238283336322,-0.797739720215397,NA
Scillies_F,S26_F_A,"S26_20260515_233000_1_F,2",0.813534022842896,-0.016880770786802,NA
Scillies_F,S26_F_A,"S26_20260515_233000_1_F,3",0.113241914737411,0.112059415390517,NA
Scillies_F,S26_F_A,"S26_20260515_233000_1_F,4",-0.000576678661727968,0.683453482756593,NA
Scillies_F,S26_F_A,"S26_20260515_233000_1_F,5",-0.130208220839204,0.786178462047842,NA
Scillies_F,S26_F_A,"S26_20260515_233000_1_F,6",-0.736970693271414,-0.800493440243541,NA
Scillies_F,S26_F_A,"S26_20260515_233000_3_F,1",-0.138148722698236,0.337159228111812,NA
Scillies_F,S26_F_A,"S26_20260515_233000_3_F,2",-0.159506238438063,-0.564343091010691,NA
Scillies_M,S26_M_A,"S26_20260516_025000_1_M,1",-1.46170287469082,-0.274740329963993,NA
Scillies_M,S26_M_A,"S26_20260516_025000_1_M,2",-0.660653813092767,0.376788633213916,NA
Scillies_M,S26_M_A,"S26_20260516_025000_1_M,3",-0.233775609207017,0.593188946483629,NA
Scillies_M,S26_M_A,"S26_20260516_025000_1_M,4",-0.986846901679304,-0.889626575863676,NA
Scillies_M,S26_M_A,"S26_20260516_025000_3_M,1",-1.8218985763302,-1.02406503209279,NA
Scillies_M,S26_M_A,"S26_20260516_025000_3_M,2",-0.5399408917655,0.41256497904903,NA
Scillies_M,S26_M_A,"S26_20260516_025000_3_M,3",-0.191888117392704,-0.570636098031297,NA
Scillies_M,S26_M_A,"S26_20260516_025000_6_M,1",-1.93580555680012,-0.228509269571106,NA
Scillies_M,S26_M_A,"S26_20260516_025000_6_M,2",-1.16512929555764,0.651304599956871,NA
Scillies_M,S26_M_A,"S26_20260516_025000_6_M,3",-1.21937004967484,-0.92678485740405,NA
Scillies_M,S26_M_A,"S26_20260515_233000_2_M,1",-1.30427894582196,-0.216202054758524,NA
Scillies_M,S26_M_A,"S26_20260515_233000_2_M,2",-0.287278349340193,-0.364216536580227,NA
Scillies_M,S26_M_A,"S26_20260515_233000_4_M,1",-0.568251730674108,-0.42868813628714,NA
Scillies_M,S26_M_A,"S26_20260515_224000_1_M,1",-2.90768731696717,-1.72212791384995,NA
Scillies_M,S26_M_A,"S26_20260515_224000_1_M,2",-0.381078025909475,-0.943742650760354,NA
Scillies_M,S26_M_A,"S26_20260515_011000_1_M,1",0.251416612116054,-0.214829304260748,NA
Scillies_M,S26_M_A,"S26_20260515_011000_2_M,1",0.048514159861669,-0.233722229724742,NA
Scillies_M,S26_M_A,"S26_20260515_235500_1_M,1",-0.345578635979209,-0.227067309942713,NA
Scillies_M,S26_M_A,"S26_20260515_235500_2_M,1",4.27242450453311,0.726671266163222,NA
Scillies_M,S26_M_A,"S26_20260516_031500_1_M,1",-0.609854397334624,1.29654524867179,NA
Scillies_M,S26_M_A,"S26_20260516_031500_1_M,2",-0.350679291616527,0.167114071813912,NA
Scillies_M,S28_M_A,"S28_20260511_230500_18_M,1",-0.20613102591756,0.392616403545792,NA
Scillies_M,S28_M_A,"S28_20260511_230500_18_M,2",0.705737617563577,0.299842161246028,NA
Scillies_M,S28_M_A,"S28_20260511_230500_18_M,3",-0.249591718746403,-0.499082246391472,NA
Scillies_M,S28_M_A,"S28_20260511_230500_12_M,1",-0.717657614425633,0.66500816434856,NA
Scillies_M,S28_M_A,"S28_20260511_230500_12_M,2",-0.615741812808809,-0.196765285772712,NA
Scillies_M,S28_M_A,"S28_20260511_230500_12_M,3",-0.608233278811926,-0.22150467558453,NA
Scillies_M,S28_M_A,"S28_20260511_230500_16_M,1",-0.179182502578766,-0.000181017625298027,NA
Scillies_M,S28_M_A,"S28_20260511_230500_16_M,2",0.429325437175184,-0.747169613789659,NA
Scillies_M,S28_M_A,"S28_20260511_230500_11_M,1",-0.996310592450296,-0.306782194432541,NA
Scillies_M,S28_M_A,"S28_20260511_230500_11_M,2",-1.11530199707327,-0.430022925056081,NA
Scillies_M,S28_M_A,"S28_20260511_230500_14_M,1",-0.425084684294298,-0.0023984043989631,NA
Scillies_M,S28_M_A,"S28_20260511_230500_14_M,2",-0.462839620003049,0.0181745966251319,NA
Scillies_M,S28_M_A,"S28_20260511_230500_14_M,3",-0.381872962241496,-0.906276281804782,NA
Scillies_M,S28_M_A,"S28_20260511_230500_19_M,1",-0.534932580534176,0.259923685510325,NA
Scillies_M,S28_M_A,"S28_20260511_230500_19_M,2",-0.33542475043205,-0.365096983934376,NA
Scillies_M,S28_M_A,"S28_20260511_230500_15_M,1",0.13973209402677,0.363851533509245,NA
Scillies_M,S28_M_A,"S28_20260511_230500_15_M,2",0.209924236066804,-0.229871691522636,NA
Scillies_M,S28_M_A,"S28_20260511_230500_17_M,1",-0.396264047965617,-0.658296168737429,NA
Scillies_M,S28_M_A,"S28_20260511_230500_17_M,2",-0.400047862085841,-0.319754288903108,NA
Scillies_M,S28_M_A,"S28_20260511_230500_20_M,1",0.450699187161973,-0.405270023439954,NA
Scillies_F,S30_F_A,"S30_20260511_233000_17_F,1",3.31420783247248,-0.306990047031725,NA
Scillies_F,S30_F_A,"S30_20260511_233000_17_F,2",2.06979231085303,-0.212670563430451,NA
Scillies_F,S30_F_A,"S30_20260511_233000_17_F,3",0.961309417238872,-1.06788881861922,NA
Scillies_F,S30_F_A,"S30_20260512_004500_14_F,1",-1.0000434948715,-1.55618919852809,NA
Scillies_F,S30_F_A,"S30_20260512_004500_14_F,2",-0.845374125930227,-1.14188323027921,NA
Scillies_F,S30_F_A,"S30_20260512_004500_14_F,3",-1.08731206951148,-1.40646931196449,NA
Scillies_F,S30_F_A,"S30_20260512_004500_14_F,4",-0.680540317572552,-1.65384743021302,NA
Scillies_F,S30_F_A,"S30_20260512_004500_15_F,1",-0.825609681963501,-1.23538926446847,NA
Scillies_F,S30_F_A,"S30_20260512_004500_15_F,2",-0.0793425301705288,-1.42344640156836,NA
Scillies_F,S30_F_A,"S30_20260512_004500_3_F,1",-1.66839717690499,-1.44246259769999,NA
Scillies_F,S30_F_A,"S30_20260512_004500_3_F,2",-1.6213210362075,-0.857886390118578,NA
Scillies_F,S30_F_A,"S30_20260512_004500_3_F,3",-1.7719407368885,-1.54096379564004,NA
Scillies_F,S30_F_A,"S30_20260512_004500_17_F,1",-1.51400781506287,-1.47236779375633,NA
Scillies_F,S30_F_A,"S30_20260512_004500_17_F,2",-1.42182492091893,-1.52065672852593,NA
Scillies_F,S30_F_A,"S30_20260513_011000_2_MF1,1",-1.68796785126705,-1.45062312882577,NA
Scillies_F,S30_F_A,"S30_20260513_011000_2_MF1,2",-1.42535960418308,-1.34692416529254,NA
Scillies_F,S30_F_A,"S30_20260513_011000_2_MF1,3",-1.77516423513297,-1.54181720180433,NA
Scillies_M,S30_M_A,"S30_20260511_233000_16_M,1",-0.251993844269301,1.22350821328111,NA
Scillies_M,S30_M_A,"S30_20260511_233000_16_M,2",-0.272202037179211,0.886759279965983,NA
